Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-10-04,Deutschland,00,185866051,64787388,63469181,51736215,8167376,77.8,46.0,22.2,74.4,86.8,84.7,90.8,76.3,42.7,19.8,69.4,85.4,82.9,90.0,62.2,31.1,72.5,65.8,84.8,9.8,0.7,11.7,3.4,27.0
2022-10-04,Schleswig-Holstein,01,7176209,2355367,2325100,2043608,524631,80.6,60.5,30.7,94.1,87.7,85.1,92.3,79.6,57.5,29.8,88.5,86.9,84.4,91.3,69.9,47.7,80.3,74.2,90.6,18.0,0.9,21.4,5.6,48.6
2022-10-04,Hamburg,02,4538169,1605660,1563185,1228394,203596,86.6,52.2,29.5,80.0,97.0,96.6,97.9,84.3,46.8,24.1,75.3,95.0,94.0,97.6,66.3,28.9,78.0,72.5,91.6,11.0,0.9,13.2,4.4,34.8
2022-10-04,Niedersachsen,03,18746158,6399684,6224570,5353797,1047331,79.7,52.6,26.8,81.7,88.2,85.5,93.1,77.5,48.5,24.1,76.1,86.2,83.5,91.1,66.7,39.4,77.5,71.6,88.0,13.0,0.9,15.6,4.3,35.9
2022-10-04,Bremen,04,1758603,620592,596512,453147,103745,91.7,48.4,22.8,78.3,103.4,105.7,98.8,88.2,43.7,19.5,72.4,99.8,100.6,98.3,67.0,28.3,78.6,72.3,91.3,15.3,0.6,18.4,6.4,42.4
2022-10-04,Nordrhein-Westfalen,05,42451449,14648772,14236343,11754676,2370302,81.7,51.1,27.9,81.0,91.0,89.8,93.2,79.4,48.1,24.3,75.6,88.6,86.9,92.0,65.6,35.6,76.5,70.5,88.0,13.2,0.8,15.9,4.8,36.8
2022-10-04,Hessen,06,13926098,4938245,4744507,3818101,588028,78.4,48.1,23.8,75.7,87.5,85.8,90.7,75.4,43.0,20.8,68.3,84.5,82.4,88.6,60.7,30.8,71.0,64.6,83.5,9.3,0.6,11.2,3.6,26.1
2022-10-04,Rheinland-Pfalz,07,9252328,3239525,3101773,2599458,430099,78.9,48.1,23.5,76.6,87.7,84.6,93.1,75.5,44.1,21.3,70.5,84.3,81.2,89.7,63.3,33.5,73.6,67.2,85.0,10.5,0.7,12.5,3.4,28.6
2022-10-04,Baden-Württemberg,08,23966720,8409605,8278758,6779414,767130,75.6,43.8,19.4,71.3,84.8,82.5,89.3,74.4,40.5,17.2,66.9,83.8,81.3,88.8,60.9,30.6,71.4,65.2,83.7,6.9,0.5,8.3,2.3,20.1
2022-10-04,Bayern,09,28198884,9902518,9890692,7756745,939670,75.2,45.8,21.1,74.8,83.8,81.6,87.9,75.1,43.0,19.4,70.6,84.0,82.0,88.1,58.9,27.5,68.9,61.9,82.7,7.1,0.5,8.5,2.4,20.7
2022-10-04,Saarland,10,2387103,822559,808706,680077,109391,83.7,46.7,18.7,78.8,92.6,91.7,94.0,82.3,43.6,16.9,73.8,91.4,89.9,93.7,69.2,34.1,79.4,73.3,89.0,11.1,0.7,13.1,3.7,27.6
2022-10-04,Berlin,11,8338376,2896951,2866074,2329005,350297,78.8,45.3,25.9,70.9,88.3,84.4,97.3,77.9,42.5,24.0,66.6,87.7,83.5,97.5,63.3,30.3,74.3,67.3,90.4,9.5,0.7,11.4,3.5,29.8
2022-10-04,Brandenburg,12,4933121,1722219,1726675,1406878,172315,67.9,32.8,11.0,59.1,76.2,73.2,80.7,68.0,29.6,9.3,54.1,76.9,72.7,83.0,55.4,20.0,64.8,54.8,79.5,6.8,0.4,8.1,2.4,16.3
2022-10-04,Mecklenburg-Vorpommern,13,3488575,1218142,1203302,964173,144409,75.6,34.0,10.7,62.2,84.8,81.0,90.1,74.7,30.8,8.7,57.1,84.1,79.8,90.2,59.8,21.7,69.4,59.5,83.4,9.0,0.7,10.5,2.4,22.1
2022-10-04,Sachsen,14,7430274,2678631,2627442,2031052,165817,66.3,25.1,7.7,46.8,75.4,68.8,85.1,65.0,23.5,6.9,44.1,74.1,67.4,84.0,50.2,14.8,58.9,48.4,74.4,4.1,0.3,4.9,1.1,10.4
2022-10-04,Sachsen-Anhalt,15,4558054,1619016,1605564,1257593,145767,74.6,30.9,8.7,57.3,83.8,78.8,90.6,74.0,28.5,7.7,53.0,83.4,78.0,90.7,58.0,18.0,67.2,55.7,82.7,6.7,0.6,7.9,1.8,16.2
2022-10-04,Thüringen,16,4178686,1507832,1480241,1136344,103164,71.5,30.6,11.4,54.2,80.4,75.2,87.6,70.2,29.3,10.7,52.2,79.0,72.8,87.7,53.9,19.3,62.5,51.8,77.5,4.9,0.3,5.8,1.8,11.4
2022-10-04,Bundesressorts,17,537244,202070,189737,143753,1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
