Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_00bis04_min1,Impfungen_gesamt_gi,Impfungen_gesamt_00bis04_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfungen_gesamt_boost3,Impfungen_gesamt_boost4,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2023-03-16,Deutschland,00,192165556,64874176,2655,63560347,1595,52133872,12627395,1146230,117031,77.9,46.1,22.4,74.5,86.9,84.8,90.9,76.4,42.9,20.0,69.6,85.5,83.0,90.1,62.6,31.6,73.0,66.4,85.3,15.2,1.0,18.1,6.8,38.9
2023-03-16,Schleswig-Holstein,01,7512828,2356798,526,2327250,468,2058304,733528,108118,1314,80.7,60.6,30.8,94.3,87.8,85.1,92.3,79.6,57.6,29.8,88.7,87.0,84.4,91.4,70.4,48.6,80.8,74.8,91.1,25.1,1.7,29.9,11.4,61.8
2023-03-16,Hamburg,02,4694680,1607199,49,1565837,22,1244342,299578,38371,2012,86.7,52.4,29.7,80.1,97.1,96.7,98.0,84.5,47.0,24.3,75.4,95.2,94.1,97.8,67.1,29.5,79.0,73.3,92.9,16.2,1.4,19.4,8.6,46.1
2023-03-16,Niedersachsen,03,19426632,6405347,167,6229887,108,5387692,1526488,152568,3832,79.8,52.7,27.0,81.8,88.3,85.6,93.2,77.6,48.6,24.2,76.3,86.3,83.5,91.2,67.1,40.0,77.9,72.1,88.4,19.0,1.3,22.8,8.2,48.8
2023-03-16,Bremen,04,1826089,621566,5,597372,NA,457083,147418,17887,155,91.9,48.6,23.0,78.6,103.6,105.9,98.9,88.3,43.9,19.6,72.7,99.9,100.7,98.4,67.6,29.0,79.3,73.1,91.7,21.8,0.8,26.1,12.2,54.0
2023-03-16,Nordrhein-Westfalen,05,43871887,14660172,668,14249567,374,11835616,3280710,319953,84364,81.8,51.2,28.1,81.1,91.0,89.8,93.2,79.5,48.2,24.5,75.8,88.7,86.9,92.1,66.0,36.2,77.0,71.0,88.5,18.3,1.2,21.9,8.3,47.7
2023-03-16,Hessen,06,14493702,4968250,146,4772562,43,3854263,950350,107485,3498,78.9,48.4,24.1,76.0,88.0,86.2,91.4,75.8,43.2,21.0,68.7,85.0,82.9,89.2,61.2,31.6,71.6,65.2,84.1,15.1,1.1,18.1,7.4,39.0
2023-03-16,Rheinland-Pfalz,07,9565428,3242639,47,3104770,26,2616596,665125,52682,2121,79.0,48.2,23.6,76.7,87.8,84.7,93.2,75.6,44.2,21.5,70.6,84.3,81.3,89.8,63.7,34.0,74.1,67.7,85.3,16.2,1.1,19.3,6.7,41.5
2023-03-16,Baden-Württemberg,08,24749781,8422191,352,8292190,182,6835559,1352106,108708,7108,75.7,43.9,19.6,71.4,84.9,82.6,89.4,74.5,40.6,17.3,67.0,84.0,81.5,88.9,61.4,31.0,72.0,65.7,84.4,12.2,1.0,14.6,5.5,32.6
2023-03-16,Bayern,09,29026129,9911124,416,9900594,222,7807636,1581222,111083,5125,75.2,45.9,21.2,74.9,83.8,81.7,88.0,75.1,43.1,19.5,70.7,84.1,82.1,88.2,59.3,28.0,69.3,62.3,83.1,12.0,0.8,14.3,5.1,32.7
2023-03-16,Saarland,10,2454865,822997,13,809204,12,683143,163931,8787,433,83.8,46.8,18.8,78.9,92.7,91.8,94.0,82.4,43.7,17.0,73.9,91.4,89.9,93.7,69.5,34.5,79.8,73.7,89.3,16.7,1.0,19.6,6.7,39.8
2023-03-16,Berlin,11,8687415,2901979,164,2870210,91,2358415,599960,54931,5781,78.9,45.5,26.2,71.1,88.5,84.5,97.4,78.0,42.6,24.2,66.8,87.8,83.6,97.5,64.1,31.0,75.2,68.2,91.2,16.3,1.2,19.5,8.5,44.9
2023-03-16,Brandenburg,12,5080050,1723369,21,1728014,12,1417293,292939,12971,422,67.9,32.9,11.0,59.2,76.3,73.2,80.7,68.1,29.7,9.3,54.3,76.9,72.8,83.0,55.8,20.5,65.2,55.3,79.9,11.5,0.7,13.7,4.7,26.8
2023-03-16,Mecklenburg-Vorpommern,13,3577623,1218775,18,1204243,NA,970327,214077,11398,254,75.6,34.1,10.7,62.2,84.8,81.0,90.1,74.7,30.9,8.8,57.3,84.2,79.8,90.3,60.2,22.1,69.8,59.9,83.8,13.3,1.0,15.6,4.6,31.2
2023-03-16,Sachsen,14,7675772,2680584,31,2630006,11,2048752,364324,24446,318,66.3,25.1,7.7,46.9,75.5,68.8,85.2,65.1,23.6,7.0,44.3,74.2,67.5,84.0,50.7,15.3,59.4,48.8,74.9,9.0,0.6,10.7,3.4,21.4
2023-03-16,Sachsen-Anhalt,15,4689711,1620340,18,1606993,15,1268615,255373,8171,102,74.7,31.0,8.8,57.4,83.9,78.8,90.7,74.1,28.6,7.8,53.2,83.5,78.1,90.8,58.5,18.5,67.7,56.3,83.3,11.8,0.9,13.8,3.8,27.4
2023-03-16,Thüringen,16,4283725,1508696,9,1481504,NA,1144141,190303,7910,66,71.5,30.6,11.5,54.3,80.4,75.2,87.7,70.3,29.3,10.8,52.3,79.1,72.9,87.7,54.3,19.6,62.9,52.1,78.0,9.0,0.5,10.6,3.5,20.6
2023-03-16,Bundesressorts,17,549239,202150,5,190144,NA,146095,9963,761,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
