Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-06-21,Deutschland,00,182466948,64688225,63329221,51199029,5544582,77.8,46.2,22.3,74.2,86.7,83.8,92.0,76.2,42.8,19.8,69.1,85.2,82.0,91.2,61.6,30.2,71.8,64.5,85.5,6.7,0.4,8.0,1.9,19.4
2022-06-21,Schleswig-Holstein,01,7021708,2352904,2320721,2024646,395934,80.8,60.6,30.8,93.6,88.0,84.6,93.8,79.7,57.5,29.9,87.8,87.1,83.8,92.9,69.6,46.3,79.8,73.1,91.8,13.6,0.4,16.2,3.1,39.3
2022-06-21,Hamburg,02,4449597,1602250,1558184,1208025,143804,86.5,52.6,29.6,80.4,96.8,96.1,98.6,84.1,47.0,24.1,75.4,94.7,93.3,98.1,65.2,28.1,76.7,71.0,90.9,7.8,0.6,9.3,2.7,25.9
2022-06-21,Niedersachsen,03,18381145,6392829,6213294,5306412,747834,79.9,52.8,27.1,81.1,88.3,84.8,94.7,77.6,48.6,24.2,75.4,86.2,82.8,92.6,66.3,38.2,77.0,70.4,89.0,9.3,0.6,11.2,2.5,27.0
2022-06-21,Bremen,04,1716346,619501,594730,446846,70662,91.1,48.6,22.8,78.3,102.4,104.1,98.8,87.4,44.1,19.7,72.5,98.6,98.8,98.2,65.7,27.4,76.9,70.0,90.9,10.4,0.5,12.4,2.7,32.0
2022-06-21,Nordrhein-Westfalen,05,41632712,14632925,14211893,11645057,1701481,81.6,51.2,28.0,80.5,90.8,88.9,94.3,79.3,48.2,24.4,75.0,88.4,85.9,93.1,65.0,34.5,75.8,69.1,88.6,9.5,0.6,11.4,2.9,27.7
2022-06-21,Hessen,06,13655731,4922521,4728901,3775849,391243,78.2,48.2,23.7,75.6,87.1,84.7,91.9,75.1,43.0,20.7,68.1,84.2,81.4,89.7,60.0,30.0,70.1,63.1,84.1,6.2,0.4,7.4,2.0,18.4
2022-06-21,Rheinland-Pfalz,07,9084555,3235803,3096967,2576886,293426,79.0,48.4,23.7,76.1,87.7,83.7,94.8,75.6,44.3,21.6,70.0,84.2,80.3,91.3,62.9,32.5,73.0,65.9,86.1,7.2,0.5,8.5,2.0,20.4
2022-06-21,Baden-Württemberg,08,23578577,8391313,8255599,6715385,484467,75.6,43.9,19.4,70.8,84.7,81.7,90.8,74.4,40.5,17.1,66.3,83.7,80.5,90.2,60.5,29.8,70.8,64.0,84.6,4.4,0.3,5.2,1.2,13.4
2022-06-21,Bayern,09,27704494,9891281,9871319,7677078,555557,75.3,46.0,21.3,74.3,83.8,81.0,89.4,75.1,43.0,19.4,69.9,84.0,81.3,89.6,58.4,26.5,68.3,60.8,83.6,4.2,0.3,5.0,1.1,13.0
2022-06-21,Saarland,10,2343965,821960,807576,674565,73494,83.5,47.0,18.8,78.6,92.2,90.4,95.2,82.1,43.7,16.8,73.4,90.9,88.5,94.9,68.6,33.2,78.5,71.6,89.8,7.5,0.5,8.7,2.2,19.3
2022-06-21,Berlin,11,8150703,2887409,2854980,2288850,223415,78.8,45.9,26.0,72.4,88.3,84.1,97.9,77.9,43.0,24.1,67.8,87.6,83.1,98.0,62.5,30.0,73.2,65.8,90.2,6.1,0.4,7.3,1.7,20.4
2022-06-21,Brandenburg,12,4847776,1720216,1723448,1390523,108555,68.0,33.3,11.0,60.1,76.2,72.3,82.1,68.1,29.9,9.2,54.9,76.8,71.8,84.4,54.9,19.4,64.1,53.4,80.4,4.3,0.3,5.1,1.3,10.7
2022-06-21,Mecklenburg-Vorpommern,13,3434678,1216843,1201004,954414,103868,75.5,34.2,10.6,63.1,84.7,79.8,91.8,74.6,30.9,8.6,57.8,83.9,78.5,91.9,59.3,21.0,68.7,57.9,84.5,6.4,0.5,7.6,1.3,16.7
2022-06-21,Sachsen,14,7328917,2675339,2621578,2007030,97638,65.9,25.3,7.6,47.4,75.0,67.9,85.5,64.6,23.5,6.8,44.4,73.6,66.5,84.3,49.5,14.3,58.0,47.1,74.2,2.4,0.2,2.9,0.5,6.3
2022-06-21,Sachsen-Anhalt,15,4477771,1617167,1602068,1240436,87986,74.2,31.2,8.7,58.1,83.1,77.3,91.2,73.5,28.5,7.5,53.4,82.7,76.5,91.2,56.9,17.2,65.8,53.8,82.6,4.0,0.4,4.7,1.0,10.0
2022-06-21,Thüringen,16,4123633,1506036,1477459,1124712,64321,71.0,30.7,11.4,54.5,79.8,73.9,88.3,69.7,29.4,10.7,52.3,78.4,71.5,88.3,53.0,18.7,61.5,50.3,77.6,3.0,0.2,3.6,1.1,7.2
2022-06-21,Bundesressorts,17,534640,201928,189500,142315,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
