Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-10-21,Deutschland,00,187251057,64796903,63482176,51843745,9422342,77.8,46.0,22.3,74.4,86.8,84.7,90.8,76.3,42.7,19.9,69.4,85.4,82.9,90.0,62.3,31.2,72.7,66.0,85.0,11.3,0.8,13.5,4.3,30.5
2022-10-21,Schleswig-Holstein,01,7228000,2355709,2325586,2047005,572197,80.6,60.6,30.8,94.2,87.7,85.1,92.3,79.6,57.6,29.9,88.5,86.9,84.4,91.4,70.1,48.0,80.4,74.4,90.7,19.6,1.0,23.3,6.8,51.8
2022-10-21,Hamburg,02,4564412,1605998,1563950,1233000,224130,86.6,52.2,29.5,80.1,97.0,96.6,98.0,84.4,46.8,24.1,75.3,95.1,94.0,97.7,66.5,29.1,78.3,72.7,91.9,12.1,1.0,14.5,5.3,37.4
2022-10-21,Niedersachsen,03,18898921,6401284,6226148,5364466,1186247,79.7,52.6,26.9,81.8,88.3,85.5,93.1,77.6,48.5,24.1,76.2,86.2,83.5,91.1,66.8,39.6,77.6,71.8,88.1,14.8,1.0,17.7,5.3,39.9
2022-10-21,Bremen,04,1776138,620848,596775,454547,119361,91.8,48.4,22.8,78.3,103.5,105.8,98.9,88.2,43.8,19.5,72.4,99.8,100.6,98.3,67.2,28.6,78.9,72.6,91.5,17.6,0.7,21.2,8.4,46.7
2022-10-21,Nordrhein-Westfalen,05,42693650,14650973,14238962,11772598,2589761,81.7,51.1,27.9,81.1,91.0,89.8,93.2,79.4,48.1,24.3,75.7,88.7,86.9,92.0,65.7,35.7,76.7,70.6,88.1,14.4,0.9,17.3,5.5,39.6
2022-10-21,Hessen,06,14029918,4933078,4740492,3823066,696065,78.4,48.1,23.8,75.6,87.4,85.7,90.6,75.3,43.0,20.8,68.3,84.4,82.3,88.5,60.7,31.0,71.0,64.6,83.6,11.1,0.8,13.3,4.6,30.1
2022-10-21,Rheinland-Pfalz,07,9324697,3240297,3102571,2604772,495584,78.9,48.1,23.5,76.6,87.7,84.6,93.1,75.6,44.1,21.4,70.5,84.3,81.2,89.7,63.4,33.7,73.8,67.3,85.1,12.1,0.8,14.4,4.2,32.3
2022-10-21,Baden-Württemberg,08,24168689,8413038,8282546,6795188,946104,75.6,43.9,19.5,71.4,84.8,82.5,89.3,74.5,40.6,17.2,67.0,83.9,81.4,88.8,61.1,30.7,71.6,65.3,83.9,8.5,0.7,10.2,3.2,24.0
2022-10-21,Bayern,09,28440124,9904918,9893803,7774365,1157779,75.2,45.8,21.2,74.8,83.8,81.7,88.0,75.1,43.0,19.4,70.6,84.1,82.0,88.2,59.0,27.7,69.0,62.1,82.8,8.8,0.6,10.5,3.3,24.9
2022-10-21,Saarland,10,2409654,822654,808865,681212,130553,83.7,46.8,18.7,78.8,92.6,91.7,94.0,82.3,43.7,17.0,73.9,91.4,89.9,93.7,69.3,34.2,79.6,73.4,89.1,13.3,0.8,15.6,4.9,32.2
2022-10-21,Berlin,11,8418486,2898514,2867046,2336824,420053,78.8,45.4,26.0,71.0,88.4,84.4,97.3,78.0,42.5,24.0,66.6,87.7,83.5,97.5,63.5,30.5,74.5,67.5,90.6,11.4,0.8,13.7,4.9,34.1
2022-10-21,Brandenburg,12,4971607,1722522,1727107,1410153,206791,67.9,32.9,11.0,59.1,76.2,73.2,80.7,68.1,29.6,9.3,54.2,76.9,72.8,83.0,55.6,20.2,64.9,54.9,79.6,8.1,0.5,9.7,3.0,19.4
2022-10-21,Mecklenburg-Vorpommern,13,3507856,1218301,1203599,965972,161435,75.6,34.0,10.7,62.2,84.8,81.0,90.1,74.7,30.8,8.7,57.2,84.1,79.8,90.3,60.0,21.8,69.5,59.6,83.5,10.0,0.8,11.8,2.9,24.3
2022-10-21,Sachsen,14,7483196,2679172,2628224,2036492,211976,66.3,25.1,7.7,46.8,75.4,68.8,85.1,65.0,23.5,6.9,44.2,74.1,67.4,84.0,50.4,15.0,59.1,48.5,74.5,5.2,0.4,6.2,1.6,12.9
2022-10-21,Sachsen-Anhalt,15,4593039,1619374,1606076,1261211,176264,74.7,31.0,8.7,57.4,83.8,78.8,90.6,74.0,28.5,7.7,53.1,83.4,78.1,90.7,58.1,18.2,67.3,55.9,82.9,8.1,0.6,9.5,2.4,19.3
2022-10-21,Thüringen,16,4205101,1508141,1480677,1139042,126136,71.5,30.6,11.4,54.3,80.4,75.2,87.6,70.2,29.3,10.7,52.2,79.0,72.8,87.7,54.0,19.4,62.7,51.9,77.7,6.0,0.4,7.0,2.2,13.8
2022-10-21,Bundesressorts,17,537569,202082,189749,143832,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
