Datum,Bundesland,BundeslandId_Impfort,Impfungen_gesamt,Impfungen_gesamt_min1,Impfungen_gesamt_gi,Impfungen_gesamt_boost1,Impfungen_gesamt_boost2,Impfquote_gesamt_min1,Impfquote_05bis17_min1,Impfquote_05bis11_min1,Impfquote_12bis17_min1,Impfquote_18plus_min1,Impfquote_18bis59_min1,Impfquote_60plus_min1,Impfquote_gesamt_gi,Impfquote_05bis17_gi,Impfquote_05bis11_gi,Impfquote_12bis17_gi,Impfquote_18plus_gi,Impfquote_18bis59_gi,Impfquote_60plus_gi,Impfquote_gesamt_boost1,Impfquote_12bis17_boost1,Impfquote_18plus_boost1,Impfquote_18bis59_boost1,Impfquote_60plus_boost1,Impfquote_gesamt_boost2,Impfquote_12bis17_boost2,Impfquote_18plus_boost2,Impfquote_18bis59_boost2,Impfquote_60plus_boost2
2022-06-27,Deutschland,00,182676497,64694842,63339671,51236611,5699482,77.8,46.2,22.4,74.2,86.7,83.8,92.0,76.2,42.8,19.9,69.1,85.2,82.1,91.2,61.6,30.3,71.8,64.5,85.5,6.9,0.4,8.2,2.0,19.8
2022-06-27,Schleswig-Holstein,01,7034341,2353072,2321112,2026463,406191,80.8,60.6,30.8,93.6,88.0,84.6,93.8,79.7,57.6,30.0,87.8,87.1,83.8,92.9,69.6,46.4,79.9,73.1,91.8,14.0,0.5,16.6,3.3,40.1
2022-06-27,Hamburg,02,4455088,1602376,1558398,1208979,148001,86.5,52.7,29.7,80.4,96.8,96.1,98.6,84.1,47.1,24.1,75.5,94.7,93.3,98.1,65.3,28.2,76.7,71.1,91.0,8.0,0.6,9.6,2.8,26.6
2022-06-27,Niedersachsen,03,18407273,6393368,6214326,5310289,768514,79.9,52.8,27.1,81.1,88.3,84.8,94.7,77.6,48.6,24.2,75.4,86.2,82.8,92.6,66.4,38.3,77.0,70.4,89.1,9.6,0.6,11.5,2.7,27.7
2022-06-27,Bremen,04,1719412,619595,594883,447381,72946,91.1,48.7,22.9,78.4,102.4,104.1,98.8,87.5,44.1,19.7,72.6,98.7,98.9,98.2,65.8,27.5,77.0,70.1,90.9,10.7,0.5,12.8,3.0,32.7
2022-06-27,Nordrhein-Westfalen,05,41692624,14634331,14213994,11653877,1749066,81.6,51.2,28.1,80.5,90.8,88.9,94.3,79.3,48.2,24.4,75.0,88.4,86.0,93.1,65.0,34.6,75.8,69.2,88.7,9.8,0.6,11.7,3.1,28.4
2022-06-27,Hessen,06,13673395,4923070,4729724,3778442,404942,78.2,48.3,23.7,75.6,87.1,84.7,91.9,75.2,43.1,20.7,68.2,84.2,81.4,89.7,60.0,30.1,70.2,63.2,84.2,6.4,0.4,7.7,2.1,18.9
2022-06-27,Rheinland-Pfalz,07,9092885,3236025,3097309,2578364,299714,79.0,48.4,23.7,76.1,87.7,83.7,94.8,75.6,44.4,21.6,70.0,84.2,80.3,91.3,62.9,32.6,73.1,65.9,86.1,7.3,0.5,8.7,2.1,20.8
2022-06-27,Baden-Württemberg,08,23597432,8392681,8257337,6719075,496526,75.6,43.9,19.5,70.8,84.7,81.7,90.8,74.4,40.5,17.1,66.3,83.7,80.5,90.2,60.5,29.8,70.8,64.0,84.7,4.5,0.3,5.4,1.2,13.7
2022-06-27,Bayern,09,27727063,9892116,9872726,7682024,570938,75.3,46.0,21.3,74.3,83.8,81.0,89.4,75.1,43.1,19.4,69.9,84.0,81.3,89.6,58.5,26.5,68.3,60.8,83.6,4.3,0.3,5.2,1.2,13.4
2022-06-27,Saarland,10,2346224,822011,807680,674954,75209,83.5,47.0,18.8,78.6,92.2,90.4,95.2,82.1,43.7,16.9,73.4,90.9,88.5,94.9,68.6,33.3,78.6,71.6,89.8,7.6,0.5,8.9,2.3,19.7
2022-06-27,Berlin,11,8160973,2887837,2855654,2291118,230315,78.8,45.9,26.0,72.4,88.3,84.1,97.9,77.9,43.0,24.1,67.8,87.6,83.1,98.0,62.5,30.2,73.2,65.9,90.2,6.3,0.4,7.5,1.8,21.0
2022-06-27,Brandenburg,12,4852507,1720381,1723692,1391700,111700,68.0,33.3,11.0,60.1,76.2,72.3,82.1,68.1,30.0,9.2,54.9,76.9,71.8,84.4,55.0,19.5,64.2,53.4,80.5,4.4,0.3,5.2,1.4,11.0
2022-06-27,Mecklenburg-Vorpommern,13,3438357,1216930,1201196,955212,106470,75.5,34.3,10.6,63.1,84.7,79.8,91.8,74.6,30.9,8.6,57.9,83.9,78.5,91.9,59.3,21.1,68.8,57.9,84.6,6.6,0.5,7.8,1.4,17.0
2022-06-27,Sachsen,14,7334741,2675605,2622081,2008802,100921,66.0,25.3,7.7,47.4,75.0,67.9,85.5,64.6,23.6,6.8,44.5,73.7,66.5,84.3,49.5,14.4,58.0,47.2,74.2,2.5,0.2,2.9,0.6,6.5
2022-06-27,Sachsen-Anhalt,15,4482562,1617331,1602357,1241899,90861,74.2,31.2,8.7,58.1,83.1,77.4,91.2,73.5,28.6,7.6,53.4,82.7,76.5,91.2,56.9,17.3,65.9,53.9,82.6,4.2,0.4,4.9,1.0,10.3
2022-06-27,Thüringen,16,4126773,1506179,1477693,1125630,66166,71.0,30.7,11.4,54.6,79.8,73.9,88.3,69.7,29.4,10.8,52.4,78.4,71.5,88.3,53.1,18.8,61.6,50.3,77.7,3.1,0.2,3.7,1.1,7.4
2022-06-27,Bundesressorts,17,534847,201934,189509,142402,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
